Date,Location,Cases,Area
2020-02-11,Αττική,364,Στερεά Ελλάδα
2020-02-11,Πρέβεζα,17,Ήπειρος
2020-02-12,Αττική,364,Στερεά Ελλάδα
2020-02-12,Πρέβεζα,17,Ήπειρος
2020-02-13,Αττική,364,Στερεά Ελλάδα
2020-02-13,Πρέβεζα,17,Ήπειρος
2020-02-14,Αττική,364,Στερεά Ελλάδα
2020-02-15,Αττική,364,Στερεά Ελλάδα
2020-02-16,Πρέβεζα,17,Ήπειρος
2020-02-16,Αττική,364,Στερεά Ελλάδα
2020-02-17,Αττική,364,Στερεά Ελλάδα
2020-02-17,Πρέβεζα,17,Ήπειρος
2020-02-18,Αττική,364,Στερεά Ελλάδα
2020-02-18,Πρέβεζα,17,Ήπειρος
2020-02-19,Αττική,364,Στερεά Ελλάδα
2020-02-19,Πρέβεζα,17,Ήπειρος
2020-02-20,Αττική,364,Στερεά Ελλάδα
2020-02-20,Πρέβεζα,17,Ήπειρος
2020-02-21,Αττική,676,Στερεά Ελλάδα
2020-02-22,Αττική,676,Στερεά Ελλάδα
2020-02-22,Πρέβεζα,17,Ήπειρος
2020-02-23,Αττική,364,Στερεά Ελλάδα
2020-02-24,Αττική,364,Στερεά Ελλάδα
2020-02-25,Αττική,364,Στερεά Ελλάδα
2020-02-25,Πρέβεζα,17,Ήπειρος
2020-02-26,Αττική,364,Στερεά Ελλάδα
2020-02-27,Αττική,364,Στερεά Ελλάδα
2020-02-27,Λαμία,12,Στερεά Ελλάδα
2020-02-27,Πρέβεζα,17,Ήπειρος
2020-02-28,Αττική,364,Στερεά Ελλάδα
2020-02-28,Καρδίτσα,22,Θεσσαλία
2020-02-28,Πρέβεζα,17,Ήπειρος
2020-02-29,Αττική,364,Στερεά Ελλάδα
2020-03-01,Αττική,364,Στερεά Ελλάδα
2020-03-01,Πρέβεζα,17,Ήπειρος
2020-03-02,Αττική,364,Στερεά Ελλάδα
2020-03-03,Αττική,364,Στερεά Ελλάδα
2020-03-03,Πρέβεζα,17,Ήπειρος
2020-03-04,Αττική,364,Στερεά Ελλάδα
2020-03-05,Αττική,364,Στερεά Ελλάδα
2020-03-05,Ηλεία,67,Πελοπόννησος
2020-03-05,Θεσσαλονίκη,29,Μακεδονία
2020-03-05,Πρέβεζα,17,Ήπειρος
2020-03-05,Ρέθυμνο,20,Κρήτη
2020-03-06,Αττική,364,Στερεά Ελλάδα
2020-03-06,Πρέβεζα,17,Ήπειρος
2020-03-07,Αττική,271,Στερεά Ελλάδα
2020-03-07,Πρέβεζα,17,Ήπειρος
2020-03-08,Αττική,364,Στερεά Ελλάδα
2020-03-09,Γαλάτσι,4,Στερεά Ελλάδα
2020-03-09,Αττική,364,Στερεά Ελλάδα
2020-03-10,Αττική,364,Στερεά Ελλάδα
2020-03-10,Πρέβεζα,17,Ήπειρος
2020-03-11,Αττική,364,Στερεά Ελλάδα
2020-03-11,Πρέβεζα,17,Ήπειρος
2020-03-12,Αττική,364,Στερεά Ελλάδα
2020-03-12,Πρέβεζα,17,Ήπειρος
2020-03-13,Λάρισα,61,Θεσσαλία
2020-03-13,Ξάνθη,8,Θράκη
2020-03-13,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2020-03-13,Μαγνησία,10,Θεσσαλία
2020-03-13,Λήμνος,1,Αιγαίο Πέλαγος
2020-03-13,Λασίθι,2,Κρήτη
2020-03-13,Πέλλα,34,Μακεδονία
2020-03-13,Λέσβος,5,Αιγαίο Πέλαγος
2020-03-13,Λευκάδα,1,Ιόνιο Πέλαγος
2020-03-13,Πιερία,18,Μακεδονία
2020-03-13,Σέρρες,158,Μακεδονία
2020-03-13,Ροδόπη,57,Θράκη
2020-03-13,Ρόδος,5,Αιγαίο Πέλαγος
2020-03-13,Σαντορίνη,3,Αιγαίο Πέλαγος
2020-03-13,Τρίκαλα,16,Θεσσαλία
2020-03-13,Φθιώτιδα,1,Στερεά Ελλάδα
2020-03-13,Φλώρινα,4,Μακεδονία
2020-03-13,Χίος,3,Αιγαίο Πέλαγος
2020-03-13,Χαλκιδική,9,Μακεδονία
2020-03-13,Χανιά,4,Κρήτη
2020-03-13,Πρέβεζα,17,Ήπειρος
2020-03-13,Κόρινθος,5,Πελοπόννησος
2020-03-13,Μεσσηνία,10,Πελοπόννησος
2020-03-13,Κιλκίς,13,Μακεδονία
2020-03-13,Άρτα,1,Ήπειρος
2020-03-13,Έβρος,26,Θράκη
2020-03-13,Αιτωλοακαρνανία,4,Στερεά Ελλάδα
2020-03-13,Αργολίδα,1,Πελοπόννησος
2020-03-13,Αρκαδία,5,Πελοπόννησος
2020-03-13,Αττική,419,Στερεά Ελλάδα
2020-03-13,Αχαΐα,10,Πελοπόννησος
2020-03-13,Βοιωτία,6,Στερεά Ελλάδα
2020-03-13,Γρεβενά,2,Μακεδονία
2020-03-13,Δράμα,34,Μακεδονία
2020-03-13,Εύβοια,1,Στερεά Ελλάδα
2020-03-13,Κοζάνη,8,Μακεδονία
2020-03-13,Ηράκλειο,6,Κρήτη
2020-03-13,Καρδίτσα,5,Θεσσαλία
2020-03-13,Καβάλα,13,Μακεδονία
2020-03-13,Κέρκυρα,4,Ιόνιο Πέλαγος
2020-03-13,Ιωάννινα,51,Ήπειρος
2020-03-13,Καστοριά,15,Μακεδονία
2020-03-13,Ημαθία,12,Μακεδονία
2020-03-13,Θεσσαλονίκη,384,Μακεδονία
2020-03-13,Θεσπρωτία,3,Ήπειρος
2020-03-13,Ικαρία,1,Αιγαίο Πέλαγος
2020-03-14,Αττική,364,Στερεά Ελλάδα
2020-03-14,Ζάκυνθος,4,Ιόνιο Πέλαγος
2020-03-14,Καστοριά,13,Μακεδονία
2020-03-14,Πρέβεζα,17,Ήπειρος
2020-03-15,Αττική,364,Στερεά Ελλάδα
2020-03-16,Πρέβεζα,17,Ήπειρος
2020-03-16,Αττική,364,Στερεά Ελλάδα
2020-03-16,Καστοριά,14,Μακεδονία
2020-03-17,Πρέβεζα,17,Ήπειρος
2020-03-17,Αττική,364,Στερεά Ελλάδα
2020-03-18,Αττική,364,Στερεά Ελλάδα
2020-03-18,Πρέβεζα,17,Ήπειρος
2020-03-19,Αθήνα,70,Στερεά Ελλάδα
2020-03-19,Αττική,364,Στερεά Ελλάδα
2020-03-19,Πρέβεζα,17,Ήπειρος
2020-03-20,Πρέβεζα,17,Ήπειρος
2020-03-20,Αττική,364,Στερεά Ελλάδα
2020-03-21,Αττική,364,Στερεά Ελλάδα
2020-03-21,Πειραιάς,41,Στερεά Ελλάδα
2020-03-22,Αττική,364,Στερεά Ελλάδα
2020-03-22,Πρέβεζα,17,Ήπειρος
2020-03-23,Αττική,364,Στερεά Ελλάδα
2020-03-23,Πρέβεζα,17,Ήπειρος
2020-03-24,Αττική,364,Στερεά Ελλάδα
2020-03-24,Πρέβεζα,17,Ήπειρος
2020-03-25,Πρέβεζα,17,Ήπειρος
2020-03-25,Αττική,364,Στερεά Ελλάδα
2020-03-26,Φθιώτιδα,2,Στερεά Ελλάδα
2020-03-26,Φλώρινα,1,Μακεδονία
2020-03-26,Ρέθυμνο,1,Κρήτη
2020-03-26,Πρέβεζα,17,Ήπειρος
2020-03-26,Πιερία,10,Μακεδονία
2020-03-26,Πέλλα,11,Μακεδονία
2020-03-26,Ξάνθη,24,Θράκη
2020-03-26,Μεσσηνία,1,Πελοπόννησος
2020-03-26,Λέσβος,7,Αιγαίο Πέλαγος
2020-03-26,Λάρισα,1,Θεσσαλία
2020-03-26,Κόρινθος,3,Πελοπόννησος
2020-03-26,Κως,1,Αιγαίο Πέλαγος
2020-03-26,Κοζάνη,3,Μακεδονία
2020-03-26,Τρίκαλα,4,Θεσσαλία
2020-03-26,Καστοριά,34,Μακεδονία
2020-03-26,Καρδίτσα,1,Θεσσαλία
2020-03-26,Έβρος,1,Θράκη
2020-03-26,Αθήνα,366,Στερεά Ελλάδα
2020-03-26,Αττική,364,Στερεά Ελλάδα
2020-03-26,Αχαΐα,1,Πελοπόννησος
2020-03-26,Βοιωτία,1,Στερεά Ελλάδα
2020-03-26,Δράμα,3,Μακεδονία
2020-03-26,Κιλκίς,1,Μακεδονία
2020-03-26,Ημαθία,2,Μακεδονία
2020-03-26,Ηράκλειο,7,Κρήτη
2020-03-26,Θεσσαλονίκη,26,Μακεδονία
2020-03-26,Ιωάννινα,1,Ήπειρος
2020-03-26,Κέρκυρα,3,Ιόνιο Πέλαγος
2020-03-26,Εύβοια,2,Στερεά Ελλάδα
2020-03-27,Πρέβεζα,17,Ήπειρος
2020-03-27,Αττική,364,Στερεά Ελλάδα
2020-03-28,Κυκλάδες,4,Αιγαίο Πέλαγος
2020-03-28,Κόρινθος,1,Πελοπόννησος
2020-03-28,Λάρισα,12,Θεσσαλία
2020-03-28,Λέσβος,2,Αιγαίο Πέλαγος
2020-03-28,Μαγνησία,3,Θεσσαλία
2020-03-28,Μεσσηνία,3,Πελοπόννησος
2020-03-28,Ξάνθη,1,Θράκη
2020-03-28,Πέλλα,1,Μακεδονία
2020-03-28,Πρέβεζα,17,Ήπειρος
2020-03-28,Ροδόπη,1,Θράκη
2020-03-28,Χανιά,1,Κρήτη
2020-03-28,Σέρρες,1,Μακεδονία
2020-03-28,Χίος,1,Αιγαίο Πέλαγος
2020-03-28,Χαλκιδική,4,Μακεδονία
2020-03-28,Πιερία,1,Μακεδονία
2020-03-28,Σάμος,1,Αιγαίο Πέλαγος
2020-03-28,Κιλκίς,2,Μακεδονία
2020-03-28,Κεφαλλονιά,1,Ιόνιο Πέλαγος
2020-03-28,Κοζάνη,1,Μακεδονία
2020-03-28,Αργολίδα,8,Πελοπόννησος
2020-03-28,Αττική,364,Στερεά Ελλάδα
2020-03-28,Αχαΐα,1,Πελοπόννησος
2020-03-28,Δωδεκάνησα,2,Αιγαίο Πέλαγος
2020-03-28,Εύβοια,1,Στερεά Ελλάδα
2020-03-28,Ζάκυνθος,1,Ιόνιο Πέλαγος
2020-03-28,Έβρος,5,Θράκη
2020-03-28,Ημαθία,2,Μακεδονία
2020-03-28,Ηράκλειο,2,Κρήτη
2020-03-28,Θεσπρωτία,1,Ήπειρος
2020-03-28,Θεσσαλονίκη,37,Μακεδονία
2020-03-28,Καρδίτσα,1,Θεσσαλία
2020-03-28,Καστοριά,1,Μακεδονία
2020-03-28,Ηλεία,2,Πελοπόννησος
2020-03-29,Αττική,676,Στερεά Ελλάδα
2020-03-29,Καρδίτσα,22,Θεσσαλία
2020-03-29,Πρέβεζα,17,Ήπειρος
2020-03-30,Αττική,391,Στερεά Ελλάδα
2020-03-31,Αθήνα,641,Στερεά Ελλάδα
2020-03-31,Αττική,364,Στερεά Ελλάδα
2020-03-31,Θεσσαλονίκη,55,Μακεδονία
2020-03-31,Κοζάνη,16,Μακεδονία
2020-03-31,Λέσβος,8,Αιγαίο Πέλαγος
2020-03-31,Πρέβεζα,17,Ήπειρος
2020-04-01,Αττική,271,Στερεά Ελλάδα
2020-04-01,Πρέβεζα,17,Ήπειρος
2020-04-02,Αττική,364,Στερεά Ελλάδα
2020-04-02,Πρέβεζα,17,Ήπειρος
2020-04-03,Πρέβεζα,17,Ήπειρος
2020-04-03,Αττική,364,Στερεά Ελλάδα
2020-04-04,Αττική,676,Στερεά Ελλάδα
2020-04-04,Πρέβεζα,17,Ήπειρος
2020-04-05,Αττική,364,Στερεά Ελλάδα
2020-04-05,Πρέβεζα,17,Ήπειρος
2020-04-06,Αττική,271,Στερεά Ελλάδα
2020-04-06,Πρέβεζα,17,Ήπειρος
2020-04-07,Αττική,758,Στερεά Ελλάδα
2020-04-08,Πρέβεζα,17,Ήπειρος
2020-04-08,Αττική,758,Στερεά Ελλάδα
2020-04-09,Αττική,364,Στερεά Ελλάδα
2020-04-09,Θεσσαλονίκη,68,Μακεδονία
2020-04-09,Πρέβεζα,17,Ήπειρος
2020-04-10,Αττική,364,Στερεά Ελλάδα
2020-04-10,Πρέβεζα,17,Ήπειρος
2020-04-10,Λάρισα,20,Θεσσαλία
2020-04-11,Πρέβεζα,17,Ήπειρος
2020-04-11,Αττική,364,Στερεά Ελλάδα
2020-04-12,Πρέβεζα,17,Ήπειρος
2020-04-12,Αττική,364,Στερεά Ελλάδα
2020-04-12,Λάρισα,5,Θεσσαλία
2020-04-13,Αττική,364,Στερεά Ελλάδα
2020-04-13,Πρέβεζα,17,Ήπειρος
2020-04-14,Αττική,364,Στερεά Ελλάδα
2020-04-14,Πρέβεζα,17,Ήπειρος
2020-04-15,Αττική,676,Στερεά Ελλάδα
2020-04-15,Λάρισα,5,Θεσσαλία
2020-04-15,Πρέβεζα,17,Ήπειρος
2020-04-16,Αττική,271,Στερεά Ελλάδα
2020-04-16,Πρέβεζα,17,Ήπειρος
2020-04-17,Πρέβεζα,17,Ήπειρος
2020-04-17,Αττική,364,Στερεά Ελλάδα
2020-04-18,Αττική,364,Στερεά Ελλάδα
2020-04-18,Πρέβεζα,17,Ήπειρος
2020-04-19,Αττική,364,Στερεά Ελλάδα
2020-04-19,Πρέβεζα,17,Ήπειρος
2020-04-20,Αττική,364,Στερεά Ελλάδα
2020-04-21,Πρέβεζα,17,Ήπειρος
2020-04-21,Αττική,364,Στερεά Ελλάδα
2020-04-22,Αττική,364,Στερεά Ελλάδα
2020-04-22,Πρέβεζα,17,Ήπειρος
2020-04-23,Αττική,364,Στερεά Ελλάδα
2020-04-23,Περιστέρι,28,Στερεά Ελλάδα
2020-04-23,Πρέβεζα,17,Ήπειρος
2020-04-24,Αττική,364,Στερεά Ελλάδα
2020-04-24,Περιστέρι,37,Στερεά Ελλάδα
2020-04-24,Πρέβεζα,17,Ήπειρος
2020-04-25,Αττική,364,Στερεά Ελλάδα
2020-04-25,Περιστέρι,31,Στερεά Ελλάδα
2020-04-25,Πρέβεζα,17,Ήπειρος
2020-04-26,Πρέβεζα,17,Ήπειρος
2020-04-26,Αττική,364,Στερεά Ελλάδα
2020-04-27,Αττική,364,Στερεά Ελλάδα
2020-04-27,Πρέβεζα,17,Ήπειρος
2020-04-28,Πιερία,47,Μακεδονία
2020-04-28,Λακωνία,4,Πελοπόννησος
2020-04-28,Λασίθι,1,Κρήτη
2020-04-28,Μαγνησία,124,Θεσσαλία
2020-04-28,Μεσσηνία,3,Πελοπόννησος
2020-04-28,Ξάνθη,8,Θράκη
2020-04-28,Πέλλα,88,Μακεδονία
2020-04-28,Λέσβος,9,Αιγαίο Πέλαγος
2020-04-28,Πρέβεζα,17,Ήπειρος
2020-04-28,Ηράκλειο,7,Κρήτη
2020-04-28,Ροδόπη,1,Θράκη
2020-04-28,Ρόδος,6,Αιγαίο Πέλαγος
2020-04-28,Σέρρες,43,Μακεδονία
2020-04-28,Τρίκαλα,39,Θεσσαλία
2020-04-28,Φθιώτιδα,2,Στερεά Ελλάδα
2020-04-28,Φωκίδα,5,Στερεά Ελλάδα
2020-04-28,Χαλκιδική,9,Μακεδονία
2020-04-28,Χανιά,22,Κρήτη
2020-04-28,Λάρισα,61,Θεσσαλία
2020-04-28,Ρέθυμνο,3,Κρήτη
2020-04-28,Κόρινθος,3,Πελοπόννησος
2020-04-28,Δράμα,19,Μακεδονία
2020-04-28,Κιλκίς,32,Μακεδονία
2020-04-28,Έβρος,12,Θράκη
2020-04-28,Αιτωλοακαρνανία,17,Στερεά Ελλάδα
2020-04-28,Αρκαδία,2,Πελοπόννησος
2020-04-28,Αττική,364,Στερεά Ελλάδα
2020-04-28,Βοιωτία,3,Στερεά Ελλάδα
2020-04-28,Γρεβενά,42,Μακεδονία
2020-04-28,Κοζάνη,6,Μακεδονία
2020-04-28,Ευρυτανία,2,Στερεά Ελλάδα
2020-04-28,Εύβοια,3,Στερεά Ελλάδα
2020-04-28,Ηλεία,10,Πελοπόννησος
2020-04-28,Ημαθία,65,Μακεδονία
2020-04-28,Άρτα,5,Ήπειρος
2020-04-28,Θάσος,3,Μακεδονία
2020-04-28,Θεσσαλονίκη,300,Μακεδονία
2020-04-28,Ιωάννινα,10,Ήπειρος
2020-04-28,Κέρκυρα,2,Ιόνιο Πέλαγος
2020-04-28,Καβάλα,51,Μακεδονία
2020-04-28,Καρδίτσα,19,Θεσσαλία
2020-04-28,Καστοριά,1,Μακεδονία
2020-04-29,Αττική,364,Στερεά Ελλάδα
2020-04-29,Πρέβεζα,17,Ήπειρος
2020-04-30,Πρέβεζα,17,Ήπειρος
2020-04-30,Αττική,676,Στερεά Ελλάδα
2020-05-01,Αττική,364,Στερεά Ελλάδα
2020-05-01,Θεσσαλονίκη,26,Μακεδονία
2020-05-01,Πρέβεζα,17,Ήπειρος
2020-05-02,Αττική,364,Στερεά Ελλάδα
2020-05-02,Πρέβεζα,17,Ήπειρος
2020-05-03,Αττική,271,Στερεά Ελλάδα
2020-05-03,Καστοριά,85,Μακεδονία
2020-05-03,Πρέβεζα,17,Ήπειρος
2020-05-04,Αττική,364,Στερεά Ελλάδα
2020-05-04,Καστοριά,85,Μακεδονία
2020-05-04,Πρέβεζα,17,Ήπειρος
2020-05-05,Φιλοθέη-Ψυχικό,73,Στερεά Ελλάδα
2020-05-05,Πρέβεζα,17,Ήπειρος
2020-05-05,Αττική,364,Στερεά Ελλάδα
2020-05-05,Κηφισιά,116,Στερεά Ελλάδα
2020-05-06,Αττική,364,Στερεά Ελλάδα
2020-05-06,Πρέβεζα,17,Ήπειρος
2020-05-07,Μύκονος,1,Αιγαίο Πέλαγος
2020-05-07,Πρέβεζα,17,Ήπειρος
2020-05-07,Ροδόπη,2,Θράκη
2020-05-07,Πέλλα,5,Μακεδονία
2020-05-07,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2020-05-07,Πιερία,6,Μακεδονία
2020-05-07,Ρόδος,1,Αιγαίο Πέλαγος
2020-05-07,Βοιωτία,9,Στερεά Ελλάδα
2020-05-07,Σαντορίνη,2,Αιγαίο Πέλαγος
2020-05-07,Τρίκαλα,3,Θεσσαλία
2020-05-07,Φθιώτιδα,2,Στερεά Ελλάδα
2020-05-07,Φλώρινα,1,Μακεδονία
2020-05-07,Χίος,1,Αιγαίο Πέλαγος
2020-05-07,Χαλκιδική,1,Μακεδονία
2020-05-07,Μεσσηνία,1,Πελοπόννησος
2020-05-07,Σάμος,1,Αιγαίο Πέλαγος
2020-05-07,Μαγνησία,1,Θεσσαλία
2020-05-07,Αχαΐα,272,Πελοπόννησος
2020-05-07,Λάρισα,6,Θεσσαλία
2020-05-07,Αιτωλοακαρνανία,2,Στερεά Ελλάδα
2020-05-07,Αργολίδα,1,Πελοπόννησος
2020-05-07,Αττική,364,Στερεά Ελλάδα
2020-05-07,Γρεβενά,3,Μακεδονία
2020-05-07,Εύβοια,1,Στερεά Ελλάδα
2020-05-07,Ζάκυνθος,1,Ιόνιο Πέλαγος
2020-05-07,Ηράκλειο,2,Κρήτη
2020-05-07,Λέσβος,5,Αιγαίο Πέλαγος
2020-05-07,Ιωάννινα,2,Ήπειρος
2020-05-07,Κέρκυρα,2,Ιόνιο Πέλαγος
2020-05-07,Καβάλα,1,Μακεδονία
2020-05-07,Θεσσαλονίκη,7,Μακεδονία
2020-05-07,Κοζάνη,6,Μακεδονία
2020-05-07,Κόρινθος,3,Πελοπόννησος
2020-05-07,Κύθνος,1,Αιγαίο Πέλαγος
2020-05-08,Αττική,676,Στερεά Ελλάδα
2020-05-08,Πρέβεζα,17,Ήπειρος
2020-05-09,Αττική,364,Στερεά Ελλάδα
2020-05-09,Πρέβεζα,17,Ήπειρος
2020-05-10,Αττική,364,Στερεά Ελλάδα
2020-05-10,Πρέβεζα,17,Ήπειρος
2020-05-11,Αττική,364,Στερεά Ελλάδα
2020-05-11,Πρέβεζα,17,Ήπειρος
